epoch,memory_usage_mb,cpu_usage_percent,epoch_time_sec,loss,rmse,recall@5,recall@10,recall@20,ndcg@5,ndcg@10,ndcg@20
17,720.84375,55.9,25.06370782852173,61.65143121189406,1.548048696689163,0.18803418803418803,0.3333333333333333,0.4444444444444444,0.1841517253712379,0.2533329074933105,0.3018179669432681
18,721.34375,61.2,23.43065619468689,61.44808658594969,1.5442333071481569,0.0945945945945946,0.14864864864864866,0.3085585585585585,0.08500454715258807,0.10947913360576639,0.15920829240442613
19,720.71875,58.0,22.92045521736145,61.35528742244393,1.5427700335404164,0.12905982905982905,0.2504273504273504,0.3196581196581197,0.1417653094030891,0.20528836817402074,0.22781117121628597
20,721.06640625,59.4,24.46727418899536,61.49451018173472,1.5435464991145804,0.20045045045045043,0.3873873873873874,0.509009009009009,0.16162197052965932,0.24180562789873952,0.2832574927349152
21,720.80078125,60.3,23.76974058151245,61.33817259511325,1.5413728712809758,0.13008130081300812,0.23780487804878048,0.4552845528455284,0.09622785763215375,0.16563350921381728,0.23103615691696788
22,720.78125,59.0,26.14349913597107,61.25412174376269,1.5504905909210271,0.24414414414414415,0.2711711711711712,0.4378378378378378,0.21294228648772867,0.2247480938833051,0.2751089423192003
23,720.71875,62.7,22.069222450256348,61.32160504740423,1.5427921231136137,0.16463414634146342,0.21341463414634146,0.42886178861788615,0.13998443991567294,0.16262351863906604,0.24689715811602406
24,721.45703125,55.3,22.58452081680298,61.1338645016796,1.5536678836506002,0.14285714285714285,0.26190476190476186,0.4833333333333334,0.12157236329320346,0.17763362761429558,0.24619131208547632
25,721.71484375,56.8,23.182128429412842,60.85062121734424,1.546311869847737,0.1338383838383838,0.2752525252525252,0.4368686868686868,0.12150933976593958,0.20107059452743536,0.25211316104092535
26,720.9375,66.6,20.246651887893677,60.08508668086288,1.5504657932819808,0.25231481481481477,0.37037037037037035,0.4907407407407407,0.201280085163152,0.26475112414121404,0.30305369726049197
27,720.9375,49.3,20.302358388900757,58.4782419387876,1.5355787790657571,0.08823529411764706,0.14705882352941177,0.40196078431372545,0.06329961073967705,0.08425297468720776,0.17474184832085693
28,721.44140625,48.9,20.427818536758423,56.65851256484106,1.5021778254092182,0.18,0.26749999999999996,0.3175,0.1570716802166021,0.18605595097251318,0.20861923036548657
29,720.46484375,50.3,20.436553239822388,54.3126064598484,1.4523464797330592,0.24263565891472869,0.3821705426356589,0.4864341085271317,0.16032428779433772,0.244262369775657,0.2970366633623343
30,720.88671875,48.1,20.35782527923584,51.64042803755795,1.3940398423257951,0.07692307692307693,0.1794871794871795,0.2585470085470085,0.04853305796703519,0.08112783667909373,0.1183719275987287
31,720.375,48.9,21.747976541519165,47.91744402154002,1.3329779234416301,0.030303030303030304,0.09090909090909091,0.29292929292929293,0.011722812340440656,0.05129964242804869,0.12149125946393183
32,720.796875,51.0,21.02790927886963,44.06210002337467,1.2824163634500856,0.2878787878787879,0.36363636363636365,0.49242424242424243,0.20427918574231402,0.24977978495744216,0.2972071569586699
33,720.77734375,50.0,20.762179374694824,41.19605558935109,1.2509353865704573,0.047619047619047616,0.1130952380952381,0.2123015873015873,0.053853797789117024,0.07674826159199163,0.10996595805721159
34,720.98828125,48.6,20.843953132629395,39.25367082798527,1.2109250457647613,0.08095238095238094,0.20952380952380953,0.2952380952380952,0.0547925098543471,0.10660701431226476,0.1440554398698857
35,720.9609375,47.9,20.911876440048218,37.81146471753774,1.200888942298718,0.06944444444444445,0.1675925925925926,0.19537037037037036,0.06630146686762615,0.11519288448032833,0.1226994998810872
36,720.9453125,49.5,21.347309827804565,36.89534844265399,1.1840398170771795,0.05714285714285714,0.1238095238095238,0.2309523809523809,0.06088370724489879,0.0872743145974724,0.11893951131665814
37,720.765625,50.2,20.98011064529419,36.09822411482221,1.1923234830678904,0.10526315789473684,0.11842105263157894,0.20614035087719298,0.05503249946781626,0.05969669122529121,0.09326963434909104
38,720.76953125,50.6,20.710538625717163,35.58073483661256,1.1772115757877808,0.07657657657657657,0.14414414414414414,0.2072072072072072,0.0706381426019946,0.10370335433294726,0.12189054619079087
39,711.3828125,51.3,20.615655660629272,35.06480402586249,1.1738345208276428,0.09444444444444443,0.1111111111111111,0.12777777777777777,0.047945873903837706,0.06203886838405938,0.06703909482100398
40,711.84765625,50.2,19.875065326690674,34.55439196109161,1.1740778227161692,0.06991869918699185,0.10243902439024388,0.24471544715447155,0.054339624672006176,0.07986555650836795,0.1299840290749983
41,711.75390625,46.4,19.988046884536743,34.24855648143343,1.1782526793064863,0.14285714285714285,0.19841269841269837,0.3134920634920635,0.1143439034333402,0.13412503422622554,0.1663442258693442
42,711.75390625,48.9,20.676052808761597,33.8319897230395,1.1720253267194862,0.10294117647058823,0.16176470588235295,0.23627450980392156,0.08286851074435102,0.1006487961297515,0.13144735211134304
43,711.7421875,49.2,19.918721199035645,33.444884340528034,1.1829226082599786,0.08571428571428572,0.14285714285714285,0.32380952380952377,0.06819579449241547,0.09457945607284983,0.1431383748451788
44,711.86328125,47.8,20.25362539291382,33.1588730464061,1.1900879650964142,0.03529411764705882,0.1823529411764706,0.27058823529411763,0.03166896787988528,0.08733379194399654,0.12526131369735688
45,711.7890625,47.1,20.06149458885193,32.67787788283657,1.186492843222619,0.0125,0.075,0.16666666666666666,0.013531688794354091,0.039686005874207696,0.07506155839279942
46,711.70703125,47.5,19.84242081642151,32.310826339428615,1.1892248400474354,0.11764705882352941,0.17647058823529413,0.39705882352941174,0.11116594317496806,0.13255708191676702,0.20412024457804473
47,711.2734375,47.9,20.073756217956543,31.976529237402843,1.1945404109383602,0.0978494623655914,0.128494623655914,0.23333333333333334,0.094598125580227,0.11202187556163254,0.1483590635852149
48,711.578125,47.3,19.95901608467102,31.517052226732087,1.2016918728321777,0.10810810810810811,0.18468468468468469,0.27927927927927926,0.08969858492801751,0.12458241603180512,0.15463938428661295
49,711.8125,47.4,22.528500080108643,31.050949741417252,1.2106373204630398,0.09375,0.125,0.1703125,0.07868070502518748,0.10268198713592051,0.11873101596984055
